Date,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
2022-12-06,2683024,5972886,11628103,69.43%,55.16%,46.98%,82158,42.30%,14.30%,5.70%,34738,11761,4702,209182,34.40%,17.60%,14.90%,81644,37.70%,16.00%,10.70%,2103665,34.20%,5516169,46.30%,4043599,642759,1286528,6397654,2742800,2487649,0
2022-12-07,2737105,5991764,11650031,72.31%,53.97%,47.28%,83481,45.90%,14.20%,6.30%,38280,11889,5256,215550,40.90%,19.10%,17.10%,85371,42.80%,17.00%,12.00%,2072946,33.90%,5435229,46.10%,4040960,644242,1306562,6365874,2761078,2523079,0
2022-12-08,3094655,6101203,11731735,70.77%,51.13%,46.68%,109354,45.60%,14.10%,6.70%,49908,15420,7332,317946,43.40%,19.30%,19.20%,125214,44.70%,17.30%,13.60%,2032168,33.20%,5364767,45.80%,4097882,656170,1347151,6351367,2805359,2575009,0
2022-12-09,3262853,6169813,11836207,66.13%,53.55%,44.29%,124105,40.60%,15.40%,6.20%,50379,19055,7660,334206,35.80%,20.20%,15.80%,138333,38.70%,18.50%,11.60%,1983061,32.60%,5325076,45.60%,4108958,665202,1395653,6348147,2860992,2627068,0
2022-12-10,3017160,6175871,11843129,66.25%,58.72%,43.83%,98477,40.80%,17.50%,6.10%,40182,17217,6002,250748,33.40%,24.00%,14.50%,101747,36.50%,21.70%,10.60%,1917242,32.00%,5349469,45.70%,4077777,665673,1432421,6344076,2867322,2631731,0
2022-12-11,2809600,6164919,11735382,67.25%,58.97%,44.18%,81595,42.10%,16.90%,5.90%,34336,13787,4838,205254,34.50%,22.90%,14.40%,81539,38.40%,21.00%,10.70%,1881334,31.60%,5479624,46.50%,4064333,660099,1440487,6310898,2831176,2593308,0
2022-12-12,2646604,6149161,11633943,68.79%,57.31%,46.49%,72067,43.50%,15.70%,6.30%,31360,11329,4552,179786,35.70%,20.80%,15.40%,71660,39.50%,19.60%,11.50%,1893385,31.80%,5558938,47.10%,4068631,651237,1429293,6253450,2800664,2579829,0
2022-12-13,2579847,6101627,11561942,68.57%,57.43%,41.01%,70586,41.80%,15.20%,4.10%,29495,10759,2898,171049,34.50%,20.30%,11.60%,69180,38.90%,19.20%,8.60%,1919270,32.10%,5547810,47.30%,4053616,639665,1408346,6178557,2787172,2596213,0
2022-12-14,2622009,6084910,11525848,71.42%,57.38%,46.23%,79576,44.60%,16.10%,5.50%,35509,12792,4366,192688,37.70%,20.60%,14.90%,77945,41.50%,19.90%,11.00%,1933453,32.30%,5537574,47.60%,4058311,635760,1390839,6106462,2797085,2622301,0
2022-12-15,2904102,6047239,11447107,72.29%,56.33%,46.49%,94698,46.80%,16.30%,5.90%,44286,15391,5632,255129,42.30%,21.80%,16.50%,104659,46.10%,21.40%,12.20%,1995015,32.70%,5628740,48.50%,4106188,621104,1319947,5972974,2819974,2654159,0
2022-12-16,3191280,6029970,11596061,67.59%,56.47%,44.56%,119318,42.80%,16.90%,5.80%,51016,20208,6889,322351,36.80%,22.30%,15.50%,136318,41.50%,22.10%,11.60%,2051621,33.30%,5565211,47.50%,4118192,616317,1295461,6142240,2853215,2600606,0
2022-12-17,3042364,6027042,11659835,65.53%,62.71%,44.81%,103919,41.10%,17.70%,5.70%,42745,18427,5890,268429,33.80%,26.70%,15.40%,110506,38.80%,24.50%,11.50%,2077417,33.60%,5559485,47.00%,4098454,621759,1306829,6279702,2840408,2539725,0
2022-12-18,2764162,6004049,11513176,67.58%,62.59%,45.56%,85045,40.80%,16.80%,5.50%,34676,14323,4709,208971,32.50%,25.10%,14.80%,83161,38.00%,23.00%,11.20%,2095565,34.00%,5735072,47.50%,4069354,625209,1309486,6327890,2776241,2409045,0
2022-12-19,2668971,6003666,11440221,70.79%,63.18%,47.31%,78191,44.50%,16.70%,5.80%,34796,13055,4537,190549,36.90%,25.70%,16.00%,78202,41.90%,23.70%,12.00%,2093171,34.00%,5799907,47.70%,4055990,631333,1316343,6365379,2736432,2338410,0
2022-12-20,2723959,6027274,11424426,71.29%,61.38%,46.50%,83166,44.50%,16.20%,5.60%,36983,13496,4632,204409,37.40%,24.70%,15.80%,85053,41.70%,23.00%,11.70%,2063673,33.80%,5606285,47.00%,4037954,643913,1345407,6319095,2725085,2380246,0
2022-12-21,2824383,6071270,11462534,71.98%,60.55%,46.36%,87478,44.60%,16.50%,5.70%,39051,14420,4965,225081,39.00%,24.80%,16.10%,92955,42.90%,23.20%,12.00%,2033037,33.40%,5489386,46.50%,4051873,651815,1367582,6311718,2740014,2410802,0
2022-12-22,3064871,6149078,11534100,74.51%,58.65%,47.03%,110159,45.10%,16.40%,6.10%,49648,18093,6705,288103,44.10%,24.40%,17.50%,121035,46.10%,23.30%,13.10%,1964405,32.50%,5439231,46.20%,4082834,667276,1398968,6335020,2773629,2425451,0
2022-12-23,3608890,6338850,11679613,69.10%,56.15%,43.90%,139676,41.60%,16.60%,5.80%,58124,23210,8077,453069,38.90%,23.20%,15.80%,190330,39.90%,20.90%,11.20%,1885247,31.30%,5393605,45.80%,4144723,687634,1506493,6393384,2831036,2455193,0
2022-12-24,3463797,6464470,11783524,70.66%,61.84%,43.14%,128874,42.60%,17.80%,5.40%,54838,22929,6951,356637,39.40%,26.30%,14.40%,163403,40.60%,23.40%,10.30%,1870935,31.00%,5360113,45.40%,4156107,712589,1595774,6449403,2866450,2467671,0
2022-12-25,3399684,6604775,11803950,69.82%,61.16%,42.55%,125709,42.20%,17.40%,5.20%,53001,21935,6529,303638,38.30%,25.80%,14.10%,140196,40.70%,23.40%,10.40%,1844876,30.70%,5417136,45.40%,4159173,753253,1692349,6502028,2871175,2430747,0
2022-12-26,3246243,6717038,11791764,72.07%,62.31%,43.34%,106000,44.10%,17.90%,5.40%,46746,19003,5678,248757,40.40%,25.90%,14.00%,118273,42.70%,23.70%,10.80%,1824578,30.40%,5445192,45.50%,4179088,781062,1756888,6523102,2868240,2400422,0
2022-12-27,3238330,6802121,11810565,72.52%,59.08%,43.31%,103304,44.70%,16.90%,5.30%,46201,17490,5511,235318,40.70%,23.20%,13.80%,112882,43.20%,21.60%,10.70%,1822657,30.20%,5376699,45.20%,4204617,801200,1796304,6520860,2879788,2409917,0
2022-12-28,3258328,6856759,11877978,72.82%,57.89%,44.56%,100653,45.10%,16.40%,5.80%,45405,16551,5810,230350,41.20%,22.20%,14.70%,110239,43.60%,20.70%,11.40%,1841421,30.30%,5285464,44.80%,4229849,814375,1812535,6522611,2904889,2450478,0
2022-12-29,3368557,6890860,11960282,75.29%,56.53%,45.81%,111338,45.60%,16.00%,6.20%,50781,17856,6880,255731,43.20%,21.30%,15.80%,120865,45.00%,20.00%,12.30%,1871094,30.40%,5220188,44.40%,4277984,815554,1797322,6528608,2939528,2492146,0
2022-12-30,3720747,6866507,12077820,71.04%,54.71%,43.69%,125189,43.40%,16.50%,6.00%,54287,20716,7558,311173,38.80%,20.80%,14.70%,145424,40.70%,19.40%,11.40%,1945960,30.70%,5186018,44.20%,4392890,801067,1672550,6556672,2982719,2538429,0
2022-12-31,3596167,6860770,12143743,72.50%,56.86%,42.43%,115788,44.60%,16.80%,5.50%,51597,19489,6393,279069,40.30%,21.50%,14.00%,126238,42.20%,20.00%,10.80%,1994524,30.90%,5181241,44.00%,4469946,787981,1602843,6587392,3001081,2555270,1
2023-01-01,3582091,6872317,12161593,68.17%,55.83%,40.90%,114314,41.80%,16.20%,5.10%,47774,18469,5809,267841,35.50%,20.80%,12.90%,118537,38.90%,19.50%,10.10%,2063702,31.20%,5217366,44.10%,4541073,776586,1554658,6609656,3000322,2551615,0
2023-01-02,3283486,6876321,12175353,70.93%,54.80%,43.50%,100759,44.30%,15.10%,5.40%,44666,15175,5444,219743,37.30%,19.10%,13.70%,98601,41.30%,18.10%,11.00%,2126015,31.70%,5202609,44.00%,4591023,771345,1513953,6614239,3003075,2558039,0
2023-01-03,3207342,6880382,12206490,71.51%,53.87%,44.16%,99615,44.60%,14.70%,5.50%,44433,14647,5486,212373,37.60%,18.60%,13.80%,95634,41.70%,17.80%,11.10%,2171941,31.90%,5120808,43.70%,4630180,767656,1482546,6601679,3015521,2589290,0
2023-01-04,3199400,6889746,12250867,71.57%,54.77%,45.04%,100108,45.00%,15.00%,5.80%,45096,14974,5814,214806,37.60%,18.60%,14.30%,96113,41.60%,17.70%,11.40%,2195944,32.00%,5057393,43.40%,4660815,767111,1461820,6590812,3034700,2625355,0
2023-01-05,3268187,6902868,12301510,71.81%,45.68%,46.98%,110412,45.30%,8.30%,6.30%,50030,9205,6954,237087,38.20%,12.20%,15.60%,104753,41.70%,11.70%,12.50%,2196625,31.90%,5038480,43.30%,4694235,766185,1442448,6589623,3062954,2648933,0
2023-01-06,3392403,6841904,12369101,68.59%,52.42%,45.31%,116724,42.70%,11.60%,6.10%,49818,13527,7144,259054,34.50%,16.50%,14.40%,112900,38.40%,15.70%,11.60%,2194748,32.00%,5043014,43.30%,4671759,757720,1412425,6607017,3096197,2665887,0
2023-01-07,3244440,6770507,12362004,67.04%,55.91%,44.55%,104623,41.80%,13.10%,5.70%,43683,13716,6012,233428,34.20%,18.90%,14.30%,98185,38.00%,18.00%,11.10%,2211918,32.20%,5096377,43.40%,4648852,746555,1375100,6635358,3091466,2635180,0
2023-01-08,3014969,6626352,12289715,67.72%,57.85%,45.23%,91368,41.60%,13.90%,5.70%,38030,12706,5199,209061,32.80%,19.70%,14.30%,86000,37.50%,18.60%,11.70%,2292317,33.40%,5187309,43.80%,4580000,723609,1322743,6648898,3058729,2582088,0
2023-01-09,2847479,6535382,12244303,71.19%,58.58%,46.86%,81007,44.30%,14.10%,5.90%,35855,11424,4807,184497,35.80%,20.40%,15.10%,75116,40.00%,19.20%,12.00%,2332644,33.90%,5204970,43.90%,4543677,703857,1287848,6638159,3041259,2564885,0
2023-01-10,2904627,6475052,12236104,58.21%,57.62%,46.22%,84054,24.80%,13.70%,5.90%,20830,11523,4990,198964,24.20%,20.30%,14.90%,79505,27.10%,19.50%,11.70%,2359070,34.30%,5131763,43.70%,4521312,688296,1265444,6603619,3043718,2588767,0
2023-01-11,2363357,6385470,12268156,77.42%,64.38%,51.72%,103067,50.30%,22.10%,9.90%,51847,22811,10177,166334,44.30%,25.20%,17.30%,75693,44.90%,23.10%,13.30%,2420221,35.10%,5057277,43.50%,4469525,691255,1224690,6576666,3074718,2616772,0
2023-01-12,2937571,6377994,12366377,75.09%,59.25%,50.04%,134401,47.10%,17.80%,8.50%,63320,23973,11456,256350,43.40%,22.50%,17.90%,108317,44.60%,20.90%,13.20%,2458804,35.60%,4993432,43.20%,4444064,715244,1218686,6568510,3138533,2659334,0
2023-01-13,3163621,6330585,12476121,72.57%,58.35%,47.71%,137795,44.50%,17.10%,7.40%,61348,23610,10218,279853,40.60%,22.20%,16.30%,118596,42.20%,20.60%,12.00%,2476785,36.20%,4943127,42.90%,4365119,736315,1229151,6582721,3196752,2696648,0
2023-01-14,3187440,6288901,12540513,71.59%,61.10%,45.26%,126475,44.70%,18.20%,6.50%,56537,23059,8242,270820,41.10%,24.80%,15.20%,111924,43.10%,22.60%,11.40%,2494400,36.80%,4850021,42.40%,4276107,758167,1254627,6597086,3228529,2714898,0
2023-01-15,3133470,6273469,12537940,70.87%,60.99%,44.05%,116383,43.50%,18.10%,5.90%,50635,21011,6899,255914,39.10%,24.70%,13.90%,105659,41.50%,22.00%,10.30%,2445221,36.90%,4952762,42.70%,4181131,783182,1309156,6643299,3225594,2669047,0
2023-01-16,3050401,6259575,12540348,73.29%,60.22%,45.37%,105384,45.80%,17.50%,6.30%,48217,18397,6626,236420,43.20%,25.40%,15.60%,101519,45.30%,23.30%,12.30%,2442489,37.40%,5002914,42.90%,4092893,807559,1359123,6656921,3227059,2656368,0
2023-01-17,3123227,6125817,12587120,72.28%,59.21%,44.72%,109652,44.80%,17.10%,6.10%,49157,18755,6717,245846,43.20%,25.30%,15.20%,105077,45.20%,23.30%,11.60%,2578252,39.80%,4886523,42.40%,3896800,833157,1395860,6626653,3251666,2708801,0
2023-01-18,3124076,6280641,12659251,72.98%,59.46%,46.70%,107972,45.80%,17.30%,6.70%,49422,18691,7231,253324,44.40%,26.20%,16.90%,108002,45.10%,23.30%,12.00%,2418735,37.90%,4814592,42.10%,3966735,838062,1475844,6625629,3281447,2752175,0
2023-01-19,3202524,6354128,12731160,74.59%,58.42%,48.86%,115329,46.70%,16.70%,7.20%,53811,19289,8304,252679,45.20%,24.40%,18.00%,108615,45.20%,21.80%,12.80%,2318786,36.40%,4785214,41.90%,4059208,818990,1475930,6639212,3313610,2778338,0
2023-01-20,3435649,6431445,12820268,71.61%,58.19%,46.60%,132527,44.10%,17.40%,6.70%,58502,23064,8925,291181,41.40%,24.20%,16.60%,122747,42.40%,22.10%,11.60%,2210747,34.90%,4799219,41.90%,4119838,813722,1497885,6663315,3358659,2798294,0
2023-01-21,3384843,6470945,12852293,70.71%,60.90%,44.86%,120965,44.20%,18.50%,6.40%,53408,22376,7685,263862,40.20%,26.00%,15.20%,111654,42.10%,23.40%,10.90%,2133221,33.90%,4835293,41.90%,4155680,808212,1507053,6698807,3369465,2784021,0
2023-01-22,3247280,6478070,12782787,71.22%,61.02%,43.83%,107850,43.90%,18.50%,5.70%,47391,19947,6201,230707,40.00%,25.50%,13.90%,99225,42.90%,23.10%,10.00%,2094673,33.40%,4927185,42.20%,4178796,799679,1499595,6752428,3337639,2692720,0
2023-01-23,3154052,6488721,12726302,72.91%,59.67%,44.46%,100567,46.00%,17.20%,5.80%,46263,17300,5815,210322,41.90%,23.90%,14.10%,92089,44.70%,21.60%,10.10%,2052463,32.80%,4991214,42.40%,4207112,794862,1486747,6792310,3309332,2624660,0
2023-01-24,3167210,6490194,12691519,72.54%,57.41%,43.77%,104311,45.90%,16.00%,5.70%,47924,16718,5930,213973,41.30%,22.20%,13.90%,93584,44.30%,20.20%,10.10%,1914730,31.30%,4995445,42.30%,4211087,789521,1489586,6808505,3287934,2595080,0
2023-01-25,3175678,6511281,12692513,73.58%,57.80%,45.75%,105343,46.60%,16.50%,6.30%,49065,17368,6603,222487,43.30%,23.20%,15.60%,97335,45.90%,21.00%,11.50%,1993611,31.70%,4975495,42.20%,4287030,786892,1437359,6816269,3287277,2588967,0
2023-01-26,3335060,6572368,12724913,73.86%,56.57%,47.35%,118374,47.30%,16.00%,6.80%,55954,18950,8108,259710,43.60%,22.10%,17.00%,110113,45.80%,20.10%,12.20%,1999727,31.50%,4973654,42.10%,4354401,789937,1428030,6836911,3302347,2585655,0
2023-01-27,3543123,6615254,12789009,70.72%,56.05%,44.95%,134113,43.90%,16.40%,6.40%,58888,21930,8562,294794,39.30%,21.60%,15.20%,123205,42.00%,20.20%,11.20%,2023796,31.50%,5010881,42.20%,4407649,791523,1416082,6867097,3335807,2586105,0
2023-01-28,3451710,6635113,12808918,69.53%,59.56%,43.48%,123279,43.70%,17.80%,6.00%,53885,21955,7371,266393,37.90%,23.80%,14.30%,109753,41.20%,21.40%,10.50%,2040664,31.50%,5066857,42.40%,4430281,793837,1410995,6893425,3347748,2567745,0
2023-01-29,3263858,6640224,12739644,68.87%,60.05%,43.24%,107285,42.20%,18.10%,5.80%,45268,19411,6193,227443,36.50%,23.60%,13.50%,93281,40.30%,21.40%,10.10%,2040859,31.50%,5181574,42.90%,4437211,793272,1409741,6896246,3329844,2513554,0
2023-01-30,3078229,6638904,12665965,72.58%,59.37%,44.77%,96121,46.00%,17.00%,5.80%,44241,16338,5566,203172,40.70%,23.00%,13.90%,83378,44.20%,21.20%,10.20%,2043240,31.50%,5264442,43.40%,4445481,788826,1404597,6879301,3310177,2476487,0
2023-01-31,3160481,6675535,12604311,72.35%,58.17%,44.15%,107068,46.50%,17.50%,5.70%,49820,18720,6096,235654,43.20%,24.90%,13.20%,99586,47.10%,23.70%,9.50%,2033128,31.30%,5326949,43.80%,4457066,791583,1426886,6834644,3302931,2466736,1
2023-02-01,3198211,6710233,12592664,72.86%,58.54%,46.22%,110091,47.30%,17.50%,6.30%,52095,19240,6982,230539,42.00%,23.40%,15.20%,98411,45.50%,21.90%,11.00%,2032998,31.20%,5365258,44.10%,4478283,796331,1435619,6810095,3312263,2470306,0
2023-02-02,3321485,6732765,12604519,73.80%,56.74%,47.46%,120591,47.80%,16.50%,6.80%,57610,19917,8167,251004,42.20%,21.00%,16.10%,105735,45.50%,20.00%,12.10%,2060321,31.30%,5409937,44.30%,4512047,798548,1422170,6796553,3333239,2474727,0
2023-02-03,3571885,6747768,12647185,70.05%,56.41%,44.69%,139180,44.30%,16.50%,6.30%,61701,22980,8700,299172,37.80%,21.00%,14.70%,123948,41.50%,20.10%,11.00%,2091767,31.60%,5463242,44.60%,4523487,803615,1420666,6787625,3372311,2487249,0
2023-02-04,3468297,6735900,12639109,68.79%,59.73%,43.62%,126530,43.90%,17.90%,6.00%,55497,22687,7611,269103,36.70%,23.50%,14.30%,109767,40.60%,21.80%,10.70%,2127543,32.10%,5532282,45.00%,4507570,806866,1421464,6769228,3388429,2481452,0
2023-02-05,3271520,6719141,12565626,69.88%,60.47%,43.51%,111651,43.50%,17.70%,5.50%,48605,19812,6171,233824,36.40%,23.40%,13.30%,96283,41.10%,21.90%,10.10%,2159998,32.50%,5646028,45.60%,4480226,811232,1427683,6723073,3383356,2459197,0
2023-02-06,3155691,6731107,12486072,72.60%,58.72%,44.43%,99845,46.10%,16.30%,5.80%,45981,16297,5779,208348,39.10%,21.50%,13.90%,87068,43.60%,20.30%,10.70%,2156586,32.50%,5710332,46.20%,4482318,814956,1433833,6651672,3378578,2455822,0
2023-02-07,3197422,6738886,12447769,71.63%,56.75%,44.85%,104815,45.30%,15.70%,5.80%,47450,16433,6093,213875,38.60%,20.00%,14.30%,90477,43.60%,19.40%,11.30%,2160950,32.40%,5709575,46.50%,4514585,812703,1411598,6580140,3392025,2475604,0
2023-02-08,3173979,6745821,12428949,72.98%,57.20%,47.02%,106561,46.10%,16.00%,6.30%,49082,16997,6735,216317,39.40%,20.00%,15.20%,93215,43.90%,19.40%,11.80%,2169977,32.30%,5731692,46.80%,4540256,809173,1396392,6512611,3417579,2498759,0
2023-02-09,3307321,6760279,12341427,73.94%,55.59%,48.77%,118907,46.50%,15.30%,7.10%,55271,18147,8425,247214,41.60%,19.20%,17.30%,105725,44.90%,18.50%,13.10%,2170301,32.20%,5865486,47.90%,4562464,807489,1390326,6370618,3452432,2518377,0
2023-02-10,3548079,6756504,12475272,70.76%,56.44%,46.51%,135695,44.30%,16.70%,6.60%,60148,22651,8954,297668,37.70%,20.50%,16.30%,125595,41.80%,19.80%,12.70%,2181462,32.30%,5823564,47.50%,4566306,804004,1386194,6444592,3485060,2545620,0
2023-02-11,3463371,6739414,12536597,68.47%,60.51%,45.45%,125983,43.00%,18.00%,6.20%,54148,22624,7808,265858,35.50%,23.40%,15.70%,110166,39.70%,22.00%,11.90%,2188508,32.50%,5836613,47.20%,4547392,803457,1388565,6529764,3476642,2530191,0
2023-02-12,3207729,6707293,12527305,69.25%,61.42%,46.34%,106816,42.10%,17.60%,6.00%,44972,18778,6451,219356,34.60%,23.20%,15.70%,89355,39.20%,21.70%,12.20%,2194235,32.70%,5888121,47.20%,4524906,798622,1383765,6588000,3445663,2493642,0
2023-02-13,3029858,6669120,12491481,72.36%,60.21%,47.94%,92181,45.20%,16.20%,6.20%,41658,14931,5706,188642,38.20%,22.00%,16.10%,76745,42.80%,20.60%,12.30%,2218940,33.00%,5922591,47.20%,4512167,790958,1365995,6617922,3411369,2462190,0
2023-02-14,3058079,6623909,12468346,71.15%,58.10%,47.76%,92784,43.70%,15.30%,6.30%,40555,14163,5860,197638,36.50%,20.50%,16.20%,78611,41.10%,19.50%,12.60%,2242605,33.30%,5904183,47.10%,4496281,778927,1348701,6633757,3387770,2446819,0
2023-02-15,3018962,6587114,12463282,73.72%,58.46%,49.41%,92967,46.20%,15.80%,6.90%,42935,14677,6377,198363,39.30%,20.60%,17.40%,79306,43.50%,19.80%,13.20%,2254649,33.40%,5883062,46.90%,4491172,765333,1330609,6657286,3375353,2430643,0
2023-02-16,3243419,6587218,12484604,74.54%,55.49%,50.08%,110090,47.00%,14.80%,7.40%,51715,16328,8134,250101,41.90%,18.80%,18.90%,97380,44.80%,18.20%,14.30%,2250536,33.30%,5892161,46.80%,4509743,756516,1320959,6694959,3375791,2413854,0
2023-02-17,3550452,6599583,12560772,70.43%,56.08%,47.62%,132613,43.60%,16.50%,6.90%,57815,21905,9205,314084,37.30%,20.60%,17.50%,123296,41.10%,20.00%,13.50%,2237116,33.10%,5901907,46.60%,4519388,753434,1326761,6757344,3400432,2402996,0
2023-02-18,3452583,6580409,12604512,68.09%,60.12%,46.81%,120966,41.40%,18.20%,6.80%,50128,21964,8181,276391,34.70%,23.00%,16.70%,108737,38.30%,21.90%,12.90%,2242825,33.30%,5916893,46.50%,4496589,748417,1335403,6814267,3406069,2384176,0
2023-02-19,3190203,6558391,12565351,68.76%,60.89%,47.88%,99915,41.10%,18.00%,6.50%,41068,17953,6543,225989,33.70%,22.80%,16.20%,87879,38.50%,21.70%,12.60%,2235450,33.30%,5970323,46.60%,4471843,741516,1345032,6849945,3373457,2341949,0
2023-02-20,2988331,6539431,12506642,71.97%,60.28%,49.50%,85336,44.40%,16.50%,6.60%,37890,14084,5629,187511,36.40%,21.40%,16.50%,74241,41.40%,20.70%,13.00%,2215117,33.20%,5991894,46.60%,4454003,734671,1350757,6860399,3337828,2308415,0
2023-02-21,2991840,6514177,12474662,70.69%,58.77%,44.82%,86460,42.50%,16.00%,4.80%,36707,13870,4144,192727,35.10%,20.00%,13.80%,76407,39.70%,19.60%,10.70%,2193511,33.10%,5927604,46.40%,4430398,728347,1355432,6855183,3316438,2303041,0
2023-02-22,2929564,6504196,12455803,73.42%,59.34%,52.14%,85527,44.90%,15.90%,6.20%,38415,13600,5274,189973,38.30%,20.00%,18.70%,75617,42.80%,19.40%,14.40%,2159910,32.80%,5869350,46.10%,4427204,720907,1356085,6856952,3301398,2297453,0
2023-02-23,3374712,6716646,12649943,69.80%,53.46%,49.33%,128139,38.60%,12.90%,5.90%,49446,16516,7588,422205,24.70%,11.30%,13.70%,249247,18.40%,7.60%,8.60%,2128403,32.30%,5791954,45.60%,4458815,738956,1518875,6899565,3325226,2425152,0
2023-02-24,3568643,6800141,12791421,67.73%,55.54%,49.29%,141849,39.00%,15.00%,5.90%,55311,21302,8315,378602,29.10%,16.30%,16.60%,182779,26.90%,13.00%,11.20%,2125562,32.20%,5748507,45.30%,4474021,748192,1577928,6944006,3361732,2485683,0
2023-02-25,3388253,6797579,12841482,67.33%,59.67%,49.85%,121433,39.30%,16.80%,5.90%,47763,20424,7203,300466,30.50%,19.50%,17.40%,135459,30.10%,16.40%,12.20%,2139764,32.50%,5746544,45.20%,4440645,748659,1608275,6978369,3364791,2498322,0
2023-02-26,3136963,6785583,12796295,68.39%,60.54%,50.42%,101180,39.00%,16.40%,5.60%,39434,16545,5682,238648,30.10%,20.10%,17.40%,103407,31.60%,17.60%,12.50%,2149582,32.80%,5800250,45.40%,4408809,749924,1626850,6988759,3331858,2475678,0
2023-02-27,2949011,6775976,12721271,71.53%,60.49%,51.60%,83970,42.50%,16.30%,6.00%,35648,13653,5066,192895,33.90%,20.20%,17.80%,80320,35.80%,18.10%,13.00%,2146724,32.80%,5834422,45.50%,4392707,748558,1634711,6974496,3292549,2454226,0
2023-02-28,2947764,6764433,12675732,71.36%,59.34%,51.33%,85065,41.90%,15.80%,6.00%,35649,13428,5064,200273,33.30%,19.30%,17.80%,83696,35.30%,17.50%,13.10%,2142987,32.90%,5799066,45.50%,4371190,747163,1646080,6940578,3270329,2464825,1
2023-03-01,2965381,6792682,12672842,73.08%,59.34%,51.83%,87415,44.20%,15.80%,6.00%,38651,13829,5237,212263,36.60%,20.20%,18.10%,86062,38.10%,18.30%,13.40%,2122522,32.60%,5738789,45.30%,4381674,749051,1661957,6927176,3261623,2484043,0
2023-03-02,3194431,6641884,12694170,73.25%,57.77%,51.63%,104120,45.10%,16.00%,6.40%,46969,16646,6628,264826,38.00%,19.70%,19.00%,104060,38.70%,18.00%,13.60%,2288434,34.10%,5670688,45.00%,4428212,725032,1488640,6933623,3258675,2501872,0
2023-03-03,3450325,6568990,12758100,69.04%,57.94%,49.67%,127063,41.60%,16.60%,6.20%,52910,21034,7825,318169,33.50%,20.30%,18.00%,126686,35.90%,18.70%,13.40%,2360780,34.70%,5633219,44.70%,4439361,710246,1419383,6959445,3275647,2523008,0
2023-03-04,3302030,6501951,12762531,68.96%,61.84%,49.95%,112391,42.40%,18.00%,6.30%,47674,20236,7127,265873,34.60%,23.60%,18.60%,102622,38.80%,21.90%,14.50%,2386281,35.10%,5628080,44.70%,4411298,701204,1389449,6976439,3267447,2518645,0
2023-03-05,3125991,6465336,12690547,69.14%,62.21%,49.94%,98410,41.30%,18.00%,6.20%,40670,17750,6063,228963,32.90%,23.40%,17.80%,88565,37.60%,22.10%,14.10%,2402595,35.40%,5671206,44.80%,4382988,698434,1383914,6975979,3226677,2487891,0
2023-03-06,2970134,6452320,12608025,71.79%,61.74%,50.98%,84988,44.50%,16.90%,6.30%,37793,14366,5312,196107,36.20%,22.30%,18.30%,75776,41.40%,21.30%,14.50%,2411789,35.60%,5683891,45.00%,4364187,699452,1388681,6955218,3185135,2467672,0
2023-03-07,2985198,6450703,12562958,72.64%,60.76%,51.18%,88465,45.20%,16.40%,6.30%,39958,14534,5557,206139,37.50%,22.10%,18.70%,80406,42.60%,21.30%,14.90%,2413457,35.70%,5636226,44.90%,4350976,702852,1396875,6929400,3161949,2471609,0
2023-03-08,3078375,6487616,12558572,72.99%,60.44%,51.01%,96570,44.90%,16.60%,6.30%,43346,16029,6119,229549,39.30%,23.30%,19.90%,90831,43.40%,22.30%,15.80%,2419686,35.60%,5575707,44.70%,4372996,712007,1402613,6910365,3158674,2489533,0
2023-03-09,3303640,6545780,12583965,74.12%,58.24%,51.26%,110811,46.50%,16.60%,6.90%,51557,18369,7598,292730,44.20%,23.10%,22.70%,115147,47.00%,22.30%,18.30%,2232863,33.60%,5541093,44.50%,4409021,718698,1418061,6906676,3164670,2512619,0
