Date,Region,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
11/22/2023,North Africa,2035400,3976783,7009421,75.60%,63.40%,55.50%,50411,40.70%,16.50%,7.90%,20503,8303,3995,109292,38.40%,22.70%,20.80%,41947,39.90%,21.20%,15.70%,997362,25.90%,2818835,40.60%,2855230,391763,729790,4131351,1755692,1122378,0
11/22/2023,SSA,243070,540970,1027098,69.80%,56.30%,46.90%,10706,45.80%,17.90%,8.10%,4905,1915,864,14716,39.20%,22.20%,16.90%,5423,42.00%,20.50%,13.20%,168176,31.90%,495376,48.60%,359582,86940,94448,524932,364642,137524,0
11/22/2023,Outside MEA,195830,404441,709884,72.80%,58.20%,47.20%,2267,42.10%,17.80%,7.80%,955,404,177,15946,35.20%,17.00%,13.50%,6939,37.20%,15.70%,9.40%,108172,32.60%,268070,43.10%,223823,14130,166488,354369,44268,311247,0
11/23/2023,Middle East,1458210,3097146,5922527,70.70%,51.00%,45.00%,69328,45.20%,15.10%,6.90%,31305,10440,4754,131538,38.70%,16.30%,14.70%,57023,40.50%,15.10%,11.00%,1008269,33.50%,2831627,48.20%,2000893,437775,658478,3041286,1803701,1077540,0
11/23/2023,North Africa,2105299,3999083,7020063,77.20%,61.50%,56.40%,54225,42.50%,15.90%,8.40%,23027,8634,4573,121861,41.90%,21.10%,22.60%,45894,42.50%,20.20%,17.20%,996870,25.70%,2797520,40.40%,2874559,394925,729599,4127565,1760558,1131940,0
11/23/2023,SSA,247641,542201,1030232,70.70%,56.60%,47.00%,11441,46.30%,17.50%,7.90%,5299,2006,909,15519,39.80%,22.30%,17.20%,5740,43.20%,20.60%,13.00%,170358,32.10%,486430,48.10%,360924,87067,94210,523827,366735,139670,0
11/23/2023,Outside MEA,199602,401564,708601,71.60%,57.30%,45.50%,2320,40.60%,16.90%,7.20%,941,393,167,18636,36.00%,17.90%,13.20%,8290,36.50%,16.10%,9.40%,109087,32.50%,264887,42.80%,226936,15158,159470,353754,45340,309507,0
11/24/2023,Middle East,1606049,3109745,6006727,64.40%,53.10%,41.20%,83446,40.40%,17.00%,6.40%,33688,14224,5300,160768,31.70%,19.10%,12.80%,68826,34.70%,17.60%,9.60%,1025492,33.90%,2788350,47.80%,2000791,437733,671221,3039962,1840837,1125928,0
11/24/2023,North Africa,2282605,4016299,7062338,73.20%,59.70%,54.30%,69499,39.40%,15.10%,8.10%,27366,10488,5641,153943,37.60%,20.00%,21.60%,58694,38.70%,18.80%,16.20%,1002585,25.70%,2789027,40.30%,2894478,396875,724946,4130732,1783704,1147902,0
11/24/2023,SSA,263582,545537,1034298,69.80%,55.50%,45.70%,12818,46.20%,18.30%,7.80%,5916,2346,1003,18607,40.20%,21.80%,17.60%,6669,42.90%,20.90%,13.70%,170680,31.90%,482792,48.00%,363970,87220,94347,523186,369746,141366,0
11/24/2023,Outside MEA,186626,385016,694456,68.00%,58.10%,44.10%,1725,38.30%,16.80%,8.10%,661,289,139,17499,31.30%,18.80%,12.40%,7625,33.50%,17.50%,8.90%,110375,32.90%,265504,42.80%,224816,15433,144767,355377,45905,293174,0
11/25/2023,Middle East,1457197,3106728,6014293,63.60%,59.50%,42.60%,63788,39.20%,18.90%,6.50%,24992,12084,4145,118503,30.50%,22.60%,13.10%,49102,33.50%,20.00%,9.70%,1036118,34.50%,2793202,47.90%,1967048,437173,702507,3039747,1840033,1134513,0
11/25/2023,North Africa,2227777,3988421,7085858,70.30%,64.50%,54.90%,64101,37.10%,17.20%,8.10%,23763,11014,5196,139406,34.10%,23.60%,21.90%,52050,36.50%,22.10%,16.30%,1034055,26.40%,2789730,40.30%,2888417,391393,708611,4133418,1796899,1155541,0
11/25/2023,SSA,280355,546738,1041298,67.90%,56.00%,45.10%,15916,45.30%,18.20%,8.50%,7204,2889,1348,22365,38.00%,21.40%,17.90%,8109,40.60%,19.20%,13.60%,171587,31.90%,483338,48.00%,365638,86900,94200,524067,374598,142633,0
11/25/2023,Outside MEA,174470,376340,687461,69.00%,59.60%,46.00%,1712,38.20%,15.90%,8.80%,654,272,151,16056,31.90%,18.40%,13.90%,6885,33.30%,15.50%,9.80%,113442,30.90%,269052,42.90%,254140,14696,107504,358072,46344,283045,0
11/26/2023,Middle East,1295967,3089186,5961148,68.70%,60.00%,45.20%,49750,42.20%,17.70%,6.80%,21012,8823,3365,90619,33.70%,21.60%,14.10%,36262,36.80%,19.30%,10.50%,1062694,35.20%,2828458,48.30%,1958877,431986,698323,3031664,1811054,1118430,0
11/26/2023,North Africa,2057072,3962416,7053934,71.40%,66.60%,54.40%,53046,37.00%,17.60%,7.60%,19617,9353,4044,114030,33.40%,25.40%,20.00%,42350,36.10%,23.20%,14.90%,1058831,26.90%,2823226,40.60%,2873753,388338,700325,4127621,1783159,1143154,0
11/26/2023,SSA,276098,544757,1044530,62.50%,58.20%,44.90%,15534,38.10%,19.90%,7.90%,5911,3092,1221,21154,30.10%,24.10%,18.10%,7632,34.00%,22.50%,13.80%,173338,32.40%,485400,48.10%,361912,87032,95813,523881,377545,143104,0
11/26/2023,Outside MEA,165807,366563,678475,67.90%,60.20%,47.80%,1640,32.50%,15.80%,7.10%,533,259,116,14963,29.20%,18.10%,13.40%,6575,31.00%,16.00%,9.70%,117410,30.70%,273271,43.50%,264672,13843,88048,354221,46624,277630,0
11/27/2023,Middle East,1282507,3057325,5927923,68.80%,56.90%,45.40%,47069,42.10%,16.00%,6.60%,19816,7510,3084,90257,33.50%,19.20%,13.90%,36231,36.80%,17.30%,10.70%,1100051,36.00%,2814352,48.30%,1952729,422139,682457,3012065,1799594,1116264,0
11/27/2023,North Africa,1945646,3960919,7006250,75.50%,65.50%,56.00%,45312,40.80%,17.10%,8.40%,18476,7761,3828,94660,38.20%,24.50%,21.30%,35081,40.30%,22.70%,16.30%,1071306,27.20%,2824073,40.80%,2871244,390414,699261,4103172,1765165,1137913,0
11/27/2023,SSA,245374,546668,1035443,69.70%,59.10%,46.20%,11033,45.50%,18.60%,7.50%,5016,2053,831,14948,38.10%,23.30%,16.90%,5422,41.20%,20.70%,12.50%,175276,32.60%,493991,48.60%,361670,87910,97088,522247,372669,140527,0
11/27/2023,Outside MEA,161138,363970,676502,69.90%,60.60%,48.20%,1375,37.30%,16.90%,8.50%,513,233,117,13180,30.70%,18.70%,12.90%,5728,33.00%,16.30%,9.40%,122059,31.10%,274780,44.10%,271006,13080,79884,348938,46509,281055,0
11/28/2023,Middle East,1260982,3037315,5919310,69.90%,56.00%,45.90%,46163,42.20%,15.20%,6.50%,19465,7005,2984,88742,33.90%,18.10%,14.00%,35194,37.50%,17.20%,10.60%,1120614,36.50%,2756363,48.00%,1953525,415068,668722,2983829,1800348,1135133,0
11/28/2023,North Africa,1994272,3946427,6976439,74.20%,63.80%,55.60%,47048,40.20%,17.00%,8.40%,18919,8000,3930,104107,37.10%,23.50%,21.70%,38462,39.80%,21.70%,16.50%,1086783,27.40%,2803151,40.80%,2875285,383642,687500,4075040,1757961,1143438,0
11/28/2023,SSA,248225,549339,1024080,70.00%,56.90%,46.00%,11103,44.80%,17.90%,7.60%,4972,1985,839,15413,38.60%,21.90%,17.00%,5590,42.50%,21.50%,12.90%,176597,32.70%,503665,49.40%,362844,88551,97944,515694,369114,139272,0
11/28/2023,Outside MEA,160119,361490,673059,71.40%,59.00%,48.60%,1393,36.90%,15.70%,6.70%,514,219,93,13007,32.70%,17.50%,12.90%,5586,35.50%,15.80%,9.30%,124952,31.30%,276221,44.30%,274727,12432,74331,346733,46475,279851,0
11/29/2023,Middle East,1297138,3022985,5915886,70.70%,54.20%,47.30%,47807,43.10%,14.60%,7.00%,20591,6974,3355,97738,35.50%,17.20%,15.30%,37723,38.60%,16.40%,11.30%,1129398,36.60%,2725951,48.00%,1952774,407351,662860,2953905,1805994,1155987,0
11/29/2023,North Africa,1976548,3936259,6950536,74.70%,64.60%,55.30%,45037,40.00%,17.50%,8.30%,18028,7861,3753,103495,36.60%,24.10%,21.00%,37865,39.20%,22.40%,16.00%,1097374,27.60%,2786488,40.80%,2879409,378268,678582,4037043,1758315,1155178,0
11/29/2023,SSA,255339,553483,1023301,69.30%,56.60%,46.10%,11646,44.60%,18.30%,7.90%,5193,2134,923,16832,38.70%,22.70%,16.80%,6280,43.60%,22.50%,13.40%,176626,32.60%,501140,49.60%,364344,89491,99648,510084,371381,141836,0
11/29/2023,Outside MEA,164406,357231,668726,71.40%,57.50%,49.00%,1413,36.70%,15.20%,7.40%,518,215,104,14567,34.50%,16.90%,13.90%,6188,36.70%,16.00%,9.70%,126607,31.30%,277389,44.60%,277834,11578,67819,344648,46646,277432,0
11/30/2023,Middle East,1446192,3025958,5936726,71.50%,52.90%,46.40%,63096,44.20%,14.50%,7.50%,27857,9166,4751,138172,38.50%,16.90%,16.10%,52986,40.40%,15.80%,11.90%,1126322,36.40%,2721471,47.90%,1970824,401119,654015,2958013,1812025,1166688,1
11/30/2023,North Africa,2009015,3921468,6905085,77.40%,65.80%,56.70%,47645,41.60%,17.40%,8.80%,19806,8296,4189,111441,40.20%,24.60%,22.50%,39833,41.30%,22.60%,16.70%,1112541,27.80%,2808718,41.00%,2886542,371688,663238,4041011,1724369,1139705,1
11/30/2023,SSA,259938,558403,1024885,71.20%,57.20%,46.30%,12254,45.70%,18.30%,8.30%,5596,2239,1012,18289,40.70%,24.10%,18.30%,6809,44.20%,23.50%,15.30%,175731,32.40%,495269,49.40%,366470,90304,101629,507990,373252,143643,1
11/30/2023,Outside MEA,175278,356725,670346,71.30%,57.90%,47.70%,1509,39.10%,15.70%,7.70%,590,237,116,17234,35.20%,18.30%,14.20%,7549,37.10%,16.70%,10.80%,129257,32.20%,278411,44.40%,272307,10767,73651,348814,47031,274501,1
12/1/2023,Middle East,1612755,3028652,5971557,66.30%,54.60%,42.20%,79426,41.00%,17.10%,6.80%,32589,13602,5422,173587,32.70%,20.10%,14.00%,67423,35.60%,18.40%,10.40%,1124783,36.20%,2739632,48.00%,1984962,397099,646591,2966559,1828628,1176370,0
12/1/2023,North Africa,2215606,3902069,6856930,74.70%,65.30%,54.30%,60937,40.90%,18.20%,8.40%,24921,11099,5111,152961,38.40%,26.40%,22.20%,53806,39.90%,23.60%,16.40%,1129441,28.10%,2885761,41.50%,2886858,363126,652085,4062955,1689076,1104899,0
12/1/2023,SSA,279704,565065,1025783,70.20%,56.10%,45.20%,14228,46.10%,19.20%,7.80%,6557,2727,1106,21478,41.20%,23.90%,19.00%,8016,45.00%,23.60%,16.00%,175516,32.20%,498034,49.50%,370021,91714,103330,507659,374596,143528,0
12/1/2023,Outside MEA,177691,352794,666040,68.60%,59.00%,45.50%,1559,42.00%,16.10%,7.70%,654,251,120,17776,32.20%,19.60%,13.30%,7663,34.00%,17.30%,9.40%,129718,33.70%,282058,44.70%,255298,10601,86895,349118,47267,269655,0
12/2/2023,Middle East,1492429,3022872,5971425,64.20%,59.10%,43.50%,62243,39.00%,19.00%,6.80%,24297,11804,4241,130904,29.30%,22.80%,14.00%,50319,33.30%,20.60%,10.60%,1127871,36.30%,2754196,47.90%,1978857,395554,648461,3000149,1812419,1158857,0
12/2/2023,North Africa,2218775,3886028,6838596,72.20%,67.70%,55.00%,61338,40.00%,19.20%,8.70%,24540,11780,5361,151512,36.80%,29.20%,22.90%,54348,39.00%,25.70%,17.10%,1124673,28.20%,2927643,41.70%,2863748,360363,661917,4092384,1664465,1081747,0
12/2/2023,SSA,295127,570977,1035972,68.80%,55.70%,44.00%,16286,45.70%,18.50%,8.10%,7447,3017,1316,24780,38.60%,22.70%,17.80%,9479,42.50%,22.80%,15.20%,173509,31.70%,496149,49.20%,373229,92084,105664,512461,378501,145010,0
12/2/2023,Outside MEA,173741,353730,666589,70.20%,60.10%,47.10%,1781,41.80%,18.20%,8.10%,745,324,145,16539,32.50%,19.40%,14.80%,7020,34.10%,16.70%,10.70%,127755,33.90%,283850,44.50%,248585,10670,94475,354276,47714,264599,0
12/3/2023,Middle East,1293433,3002111,5898224,67.90%,58.90%,47.20%,47017,41.40%,17.20%,7.20%,19476,8098,3372,91286,32.60%,20.90%,15.10%,35581,36.90%,19.30%,11.60%,1115435,36.10%,2815107,48.10%,1973751,392821,635539,3035215,1767099,1095910,0
12/3/2023,North Africa,2103090,3894796,6804567,73.00%,67.80%,56.60%,56833,41.10%,19.10%,8.80%,23330,10841,5012,133003,37.30%,28.90%,22.90%,49811,40.20%,25.70%,17.30%,1113942,28.10%,2984970,42.10%,2848474,364150,682172,4110077,1638695,1055795,0
12/3/2023,SSA,291792,573064,1044880,64.10%,57.20%,44.70%,16025,40.10%,20.40%,8.20%,6419,3269,1309,22456,31.00%,23.60%,17.60%,8542,36.10%,23.10%,14.40%,172939,31.70%,493846,48.80%,371818,92575,108671,518407,381307,145166,0
12/3/2023,Outside MEA,184310,367367,679128,69.80%,59.10%,49.10%,1884,40.20%,16.60%,9.00%,758,313,170,16282,31.80%,19.10%,14.90%,7094,32.70%,16.40%,11.20%,125259,34.20%,286281,44.60%,241304,10914,115149,355012,48140,275976,0
12/4/2023,Middle East,1221075,2957144,5824703,68.10%,57.30%,47.00%,42892,41.60%,16.60%,7.20%,17843,7134,3102,86717,31.70%,19.30%,14.40%,33704,35.50%,18.10%,10.90%,1097135,35.90%,2820273,48.10%,1960190,388644,608310,3044917,1741456,1038330,0
12/4/2023,North Africa,2036111,3919938,6769685,75.50%,65.70%,54.70%,52748,43.30%,17.40%,7.80%,22844,9189,4095,117697,40.50%,25.80%,20.30%,44386,43.10%,23.30%,15.40%,1111569,28.10%,3025111,42.40%,2849350,371586,699002,4111463,1619390,1038832,0
12/4/2023,SSA,264582,577274,1043401,69.90%,58.10%,45.60%,12295,46.30%,18.90%,7.90%,5689,2329,967,16956,38.70%,23.70%,16.70%,6491,43.70%,22.30%,14.40%,173512,31.70%,495867,48.60%,373156,93837,110281,523545,377540,142316,0
12/4/2023,Outside MEA,209003,402433,712642,71.10%,59.10%,50.80%,2231,41.00%,17.80%,8.40%,915,397,188,15674,32.90%,17.60%,14.20%,6647,35.20%,15.50%,9.90%,123180,33.80%,287558,44.90%,240790,11770,149873,352228,48800,311614,0
12/5/2023,Middle East,1185442,2933152,5801801,71.00%,58.10%,48.40%,42046,42.30%,16.20%,7.30%,17766,6804,3072,83335,33.80%,19.50%,15.30%,33262,37.40%,18.30%,12.00%,1085875,35.80%,2761972,47.60%,1951440,384527,597185,3038618,1732627,1030556,0
12/5/2023,North Africa,2068177,3937064,6763681,76.80%,62.50%,55.40%,55312,42.60%,15.00%,8.00%,23550,8283,4424,119505,40.90%,22.90%,21.10%,47048,42.70%,20.70%,16.20%,1103497,28.00%,3009801,42.20%,2842930,379850,714284,4115250,1612095,1036336,0
12/5/2023,SSA,268493,582277,1041722,70.50%,56.40%,45.70%,12945,46.90%,18.10%,7.80%,6071,2341,1004,17427,39.10%,22.90%,16.50%,6904,43.80%,22.60%,14.20%,174793,31.80%,497526,48.60%,374546,95679,112052,526041,375104,140577,0
12/5/2023,Outside MEA,210885,416797,726707,72.90%,58.10%,52.20%,2233,42.70%,15.60%,8.10%,953,349,180,15768,33.80%,16.90%,14.90%,6766,35.00%,14.90%,10.50%,121946,33.70%,286568,44.90%,239544,12610,164643,351411,49565,325731,0
12/6/2023,Middle East,1263833,2923285,5799050,71.40%,56.20%,48.50%,48009,42.80%,16.20%,7.50%,20557,7800,3618,99152,36.30%,19.60%,16.00%,39268,38.70%,18.40%,12.20%,1074099,35.50%,2723157,47.20%,1948886,384729,589670,3040982,1732928,1025140,0
12/6/2023,North Africa,2175705,3984943,6786680,76.70%,62.20%,54.10%,59177,42.90%,15.80%,8.10%,25388,9330,4815,139790,44.80%,25.70%,23.10%,53358,44.70%,22.20%,16.80%,1086004,27.60%,2972328,41.90%,2850255,393990,740698,4120907,1619905,1045868,0
12/6/2023,SSA,275870,586386,1050077,70.00%,56.20%,45.40%,13674,47.40%,18.60%,7.60%,6479,2548,1040,17918,39.10%,22.80%,16.50%,7113,43.40%,22.40%,13.30%,177535,32.10%,487671,48.10%,375948,97707,112731,526652,379343,144082,0
12/6/2023,Outside MEA,223735,429462,740992,73.10%,56.00%,51.80%,2534,46.40%,16.70%,8.30%,1176,422,210,18202,36.50%,16.90%,16.40%,7593,37.30%,14.50%,11.40%,120205,33.60%,284346,44.70%,237026,13731,178705,352274,50959,337759,0
12/7/2023,Middle East,1421427,2931980,5828497,71.10%,52.70%,47.40%,63530,44.90%,15.60%,8.20%,28546,9917,5231,139606,38.40%,17.70%,16.90%,54273,40.50%,17.00%,12.60%,1060505,35.00%,2706025,47.00%,1965453,385163,581364,3055256,1748527,1024714,0
12/7/2023,North Africa,2351243,4110616,6850276,78.10%,61.00%,55.20%,73045,45.80%,16.50%,9.00%,33487,12024,6553,203400,52.50%,27.70%,27.80%,76074,50.70%,24.40%,20.70%,1035679,26.40%,2936813,41.50%,2885789,419390,805437,4139514,1643074,1067688,0
12/7/2023,SSA,280245,592201,1059635,70.50%,56.40%,45.50%,14287,47.20%,19.10%,8.50%,6738,2735,1217,19285,39.80%,23.30%,16.50%,7638,44.30%,23.70%,13.80%,179034,32.10%,476007,47.40%,379369,99740,113092,527700,384096,147839,0
12/7/2023,Outside MEA,236449,441683,756280,71.80%,56.50%,50.90%,2804,44.00%,17.00%,8.70%,1233,478,244,21401,36.60%,17.60%,16.10%,9094,37.40%,16.20%,11.50%,117741,33.00%,281905,44.30%,238984,15026,187673,353756,52627,349897,0
12/8/2023,Middle East,1550830,2935874,5887143,65.30%,53.90%,43.50%,78580,40.70%,17.30%,7.30%,32006,13555,5770,169806,32.20%,19.70%,14.50%,68364,35.80%,18.70%,11.30%,1050149,34.70%,2693403,46.70%,1978503,384317,573054,3076299,1776263,1034581,0
12/8/2023,North Africa,2540895,4217770,6948755,74.60%,60.50%,52.60%,85502,42.10%,16.50%,8.10%,35983,14099,6936,211894,42.30%,24.90%,21.50%,87683,43.80%,23.00%,17.10%,992709,25.40%,2913910,41.10%,2909360,443955,864455,4169284,1683967,1095504,0
12/8/2023,SSA,290839,595447,1068778,69.50%,56.20%,44.70%,15054,45.90%,19.40%,7.80%,6913,2922,1176,21135,39.50%,23.50%,16.60%,8300,44.60%,23.70%,14.00%,180591,32.00%,471024,47.00%,384474,100566,110407,530917,389161,148700,0
12/8/2023,Outside MEA,240995,452251,769839,67.30%,58.90%,49.60%,2836,43.80%,19.00%,8.00%,1242,540,226,22244,31.10%,18.90%,15.10%,9310,33.40%,17.10%,11.20%,116590,33.00%,281271,44.10%,236204,16303,199744,356395,54216,359228,0
12/9/2023,Middle East,1425783,2924607,5890812,64.70%,57.60%,44.80%,63083,40.30%,18.30%,7.20%,25433,11533,4558,126638,30.70%,21.60%,14.60%,51400,35.20%,20.40%,11.40%,1055798,34.90%,2718506,46.70%,1967074,385157,572376,3099883,1770861,1020068,0
12/9/2023,North Africa,2481145,4270662,7012062,71.40%,65.10%,49.80%,75534,39.30%,18.70%,7.60%,29716,14156,5731,168960,36.70%,27.40%,18.20%,70385,38.20%,25.20%,14.30%,975139,25.10%,2902346,40.90%,2910889,458151,901622,4191761,1710314,1109987,0
12/9/2023,SSA,300846,599310,1080623,68.70%,55.30%,44.20%,17208,45.60%,19.00%,8.40%,7841,3269,1453,23495,39.60%,22.70%,16.60%,9305,43.80%,22.70%,13.80%,181956,31.90%,470029,46.80%,389021,101488,108801,535229,395435,149959,0
12/9/2023,Outside MEA,221677,456600,775356,70.30%,60.10%,51.20%,2461,45.50%,19.60%,8.60%,1119,482,212,18142,32.60%,18.00%,15.60%,7639,34.00%,16.20%,11.30%,116290,32.90%,283159,44.00%,237440,16983,202177,360995,55440,358921,0
12/10/2023,Middle East,1289662,2922474,5845208,69.60%,58.10%,45.90%,51450,43.30%,17.20%,6.90%,22298,8836,3538,98672,34.30%,20.50%,14.20%,40487,38.50%,19.00%,11.00%,1062229,35.40%,2773931,47.10%,1939882,389590,593002,3119207,1741670,984331,0
12/10/2023,North Africa,2278392,4291279,7012635,71.40%,67.30%,49.60%,59328,38.00%,19.10%,7.40%,22530,11312,4362,127441,35.50%,27.60%,17.50%,51684,37.30%,25.00%,13.70%,972554,25.00%,2931789,41.10%,2922242,460646,908391,4208088,1706006,1098541,0
12/10/2023,SSA,299552,600485,1089511,64.60%,55.90%,42.00%,16781,39.70%,19.10%,7.20%,6657,3204,1205,22180,32.30%,23.10%,13.80%,8699,37.20%,22.60%,11.50%,184242,32.20%,471454,46.60%,388822,102244,109419,539982,399331,150198,0
12/10/2023,Outside MEA,216319,457987,777609,69.20%,60.40%,51.00%,2311,41.90%,17.50%,7.30%,969,405,168,17251,31.20%,19.80%,15.50%,7226,31.60%,17.80%,10.50%,117446,32.00%,285658,44.20%,249921,17410,190656,360664,56377,360568,0
12/11/2023,Middle East,1300748,2939212,5826854,68.60%,57.30%,45.40%,52115,42.80%,16.70%,6.90%,22280,8679,3594,100150,34.30%,19.70%,14.00%,42275,38.80%,18.70%,10.60%,1052553,35.60%,2771741,47.00%,1904591,398813,635808,3120434,1733003,973417,0
12/11/2023,North Africa,2121644,4295597,6988619,75.80%,67.70%,52.50%,47159,42.90%,18.50%,8.10%,20227,8716,3803,104310,40.20%,27.00%,19.00%,41299,42.10%,24.50%,15.10%,980623,25.00%,2955232,41.20%,2939315,455057,901225,4210076,1691465,1087078,0
12/11/2023,SSA,275930,603225,1087969,69.70%,57.30%,43.00%,13357,46.70%,18.80%,6.90%,6241,2507,922,17340,38.40%,23.00%,13.90%,6735,43.40%,23.10%,11.60%,186510,32.30%,478086,46.80%,390764,103306,109155,544317,396445,147207,0
12/11/2023,Outside MEA,210385,458947,781730,70.20%,62.40%,51.90%,1954,44.00%,17.80%,7.50%,860,348,147,16043,32.60%,19.40%,15.70%,6546,34.10%,16.70%,10.70%,121790,30.30%,286214,44.30%,280643,17133,161171,359738,56805,365187,0
12/12/2023,Middle East,1294088,2969034,5838341,69.20%,55.70%,45.20%,52397,43.80%,15.60%,6.50%,22975,8180,3393,101941,34.80%,18.30%,13.50%,43495,39.40%,17.60%,10.10%,1037098,35.40%,2714336,46.60%,1896054,409164,663816,3113583,1737258,987500,0
12/12/2023,North Africa,2170420,4305647,6991524,75.20%,66.10%,51.60%,51170,42.30%,18.10%,8.10%,21633,9267,4153,112596,38.90%,26.00%,18.10%,45451,41.80%,24.40%,14.50%,987193,25.10%,2926438,41.00%,2949871,450915,904861,4206841,1691070,1093613,0
12/12/2023,SSA,280505,606891,1086538,70.10%,56.00%,42.40%,13852,47.60%,18.80%,6.80%,6597,2602,949,18087,37.90%,21.80%,13.80%,7005,43.00%,21.20%,10.90%,188626,32.40%,483448,47.00%,393651,104213,109027,545606,394892,146040,0
12/12/2023,Outside MEA,207309,457799,784535,72.20%,59.70%,53.10%,1904,46.40%,18.00%,8.50%,884,343,161,16005,34.50%,18.90%,16.60%,6431,35.30%,17.00%,10.50%,126274,30.30%,285074,44.30%,290523,16804,150472,358850,57270,368415,0
12/13/2023,Middle East,1300960,2980747,5855196,70.80%,54.70%,47.40%,54238,44.90%,15.60%,7.40%,24345,8440,3992,100955,36.90%,17.50%,15.40%,43788,41.10%,16.80%,11.70%,1031074,35.30%,2675257,46.20%,1892211,415393,673143,3113317,1745912,995967,0
12/13/2023,North Africa,2186480,4301223,7022239,76.30%,66.90%,54.30%,54290,43.40%,18.30%,9.00%,23548,9922,4860,112400,40.80%,27.10%,20.10%,46448,43.20%,25.60%,16.20%,1014133,25.40%,2869411,40.60%,2970810,446028,884385,4206541,1704824,1110874,0
12/13/2023,SSA,286759,610666,1095602,70.00%,55.70%,42.30%,14585,47.80%,18.10%,7.10%,6967,2644,1039,18824,39.80%,22.50%,14.10%,7592,45.20%,22.40%,11.00%,190475,32.50%,474522,46.50%,395911,105124,109631,546550,399669,149383,0
12/13/2023,Outside MEA,219494,458555,792664,72.90%,58.20%,53.80%,2346,44.70%,18.80%,10.10%,1048,442,236,18535,36.20%,17.80%,18.10%,7391,36.90%,14.80%,11.40%,131833,30.70%,282450,44.00%,297629,16616,144310,359680,58423,374561,0
12/14/2023,Middle East,1433707,2996333,5891991,69.40%,50.50%,46.70%,65626,44.20%,13.70%,7.80%,29007,9021,5093,131009,36.40%,15.30%,16.60%,53355,39.30%,14.60%,12.10%,1022792,34.90%,2664437,46.00%,1909188,417489,669656,3124972,1764592,1002427,0
12/14/2023,North Africa,2277963,4292311,7055901,78.20%,64.60%,54.70%,61257,45.70%,17.50%,8.80%,28012,10702,5415,131245,44.90%,25.80%,20.70%,54950,47.00%,24.70%,16.70%,1064588,25.90%,2842326,40.30%,3046028,434240,812043,4215418,1717893,1122590,0
12/14/2023,SSA,294487,615816,1106247,69.40%,55.30%,42.70%,15761,46.80%,18.50%,7.10%,7380,2910,1124,20409,39.50%,22.70%,14.30%,8228,43.60%,22.30%,11.30%,192714,32.50%,465037,45.90%,399487,106598,109731,547560,405488,153199,0
12/14/2023,Outside MEA,234089,458118,801479,70.50%,56.90%,52.40%,2518,42.10%,16.40%,9.90%,1061,412,250,22832,35.80%,18.70%,19.20%,8833,36.60%,16.20%,12.40%,137792,31.20%,280215,43.70%,303891,16330,137897,360590,59794,381095,0
12/15/2023,Middle East,1512603,2988929,5935868,66.30%,54.40%,44.10%,76931,41.80%,17.00%,7.10%,32120,13043,5444,150395,32.60%,18.60%,15.10%,61429,36.40%,17.60%,11.30%,1021684,34.80%,2666374,45.90%,1914190,415840,658899,3142182,1787918,1005768,0
12/15/2023,North Africa,2508896,4299181,7138176,75.50%,62.80%,51.90%,85210,42.90%,17.80%,8.30%,36553,15170,7033,177717,41.70%,25.90%,19.10%,76042,43.80%,24.70%,15.00%,1125334,26.70%,2815147,39.90%,3092436,433948,772797,4234668,1756516,1146992,0
12/15/2023,SSA,302357,621908,1118264,68.50%,55.90%,43.30%,17359,45.70%,18.80%,7.40%,7935,3257,1279,21779,39.00%,23.40%,14.90%,8838,43.50%,22.80%,12.10%,194030,32.60%,464477,45.80%,401417,108903,111588,550771,412382,155111,0
12/15/2023,Outside MEA,234006,456107,808875,69.60%,59.80%,51.60%,2520,43.30%,18.10%,8.50%,1092,455,215,22467,33.70%,21.50%,17.80%,8958,34.90%,17.90%,11.90%,144615,32.00%,280410,43.70%,307636,16014,132457,360874,61093,386908,0
